tag,id,min_letter_mass,missing_letter_entries
ling_mini_base,324,0.997,0
ling_mini_base,325,0.9954999999999999,0
ling_mini_base,326,0.9965999999999999,0
ling_mini_base,327,0.9944999999999999,0
ling_mini_base,328,0.9953000000000001,0
ling_mini_base,329,0.9955,0
ling_mini_base,330,0.9971,0
llama31_8b_base,1,0.9946999999999999,0
llama31_8b_base,2,0.9951,0
llama31_8b_base,3,0.9974,0
llama31_8b_base,4,0.9966,0
llama31_8b_base,6,0.9965,0
llama31_8b_base,8,0.9964000000000001,0
llama31_8b_base,9,0.996,0
llama31_8b_base,10,0.9953000000000001,0
llama31_8b_base,11,0.9920000000000001,0
llama31_8b_base,14,0.9969,0
llama31_8b_base,15,0.997,0
llama31_8b_base,16,0.9977,0
llama31_8b_base,17,0.9894,0
llama31_8b_base,19,0.9981,0
llama31_8b_base,22,0.9959000000000001,0
llama31_8b_base,23,0.9969,0
llama31_8b_base,24,0.9973,0
llama31_8b_base,25,0.9971999999999999,0
llama31_8b_base,27,0.9937999999999999,0
llama31_8b_base,28,0.9969000000000001,0
llama31_8b_base,29,0.9984,0
llama31_8b_base,30,0.9925999999999999,0
llama31_8b_base,31,0.9884,0
llama31_8b_base,32,0.9935,0
llama31_8b_base,33,0.9951,0
llama31_8b_base,34,0.9938,0
llama31_8b_base,35,0.9966,0
llama31_8b_base,36,0.9958,0
llama31_8b_base,37,0.9963,0
llama31_8b_base,38,0.9968,0
llama31_8b_base,39,0.99,0
llama31_8b_base,40,0.9954000000000001,0
llama31_8b_base,41,0.9969,0
llama31_8b_base,42,0.9953999999999998,0
llama31_8b_base,43,0.9918,0
llama31_8b_base,44,0.9958,0
llama31_8b_base,45,0.996,0
llama31_8b_base,46,0.9914000000000001,0
llama31_8b_base,47,0.9967,0
llama31_8b_base,48,0.9969,0
llama31_8b_base,49,0.9961,0
llama31_8b_base,50,0.9945999999999999,0
llama31_8b_base,51,0.9972,0
llama31_8b_base,52,0.9952000000000001,0
llama31_8b_base,53,0.9966999999999999,0
llama31_8b_base,54,0.9975,0
llama31_8b_base,55,0.9944,0
llama31_8b_base,56,0.9943000000000001,0
llama31_8b_base,57,0.9963,0
llama31_8b_base,58,0.9962,0
llama31_8b_base,59,0.9976,0
llama31_8b_base,60,0.9943000000000001,0
llama31_8b_base,61,0.9975999999999999,0
llama31_8b_base,62,0.9950000000000001,0
llama31_8b_base,63,0.9955,0
llama31_8b_base,64,0.9975,0
llama31_8b_base,65,0.9966,0
llama31_8b_base,66,0.9908999999999999,0
llama31_8b_base,67,0.9968,0
llama31_8b_base,68,0.9956999999999999,0
llama31_8b_base,69,0.9971,0
llama31_8b_base,70,0.9961,0
llama31_8b_base,71,0.9969999999999999,0
llama31_8b_base,72,0.9963,0
llama31_8b_base,73,0.9933,0
llama31_8b_base,74,0.9955,0
llama31_8b_base,75,0.9968,0
llama31_8b_base,76,0.9962,0
llama31_8b_base,77,0.9977999999999999,0
llama31_8b_base,78,0.9958,0
llama31_8b_base,79,0.9943,0
llama31_8b_base,80,0.996,0
llama31_8b_base,81,0.9965,0
llama31_8b_base,82,0.9963,0
llama31_8b_base,83,0.9925999999999999,0
llama31_8b_base,84,0.9978,0
llama31_8b_base,85,0.9974,0
llama31_8b_base,86,0.9966999999999999,0
llama31_8b_base,87,0.9969,0
llama31_8b_base,88,0.9963000000000001,0
llama31_8b_base,89,0.9965999999999999,0
llama31_8b_base,90,0.99,0
llama31_8b_base,91,0.9977999999999999,0
llama31_8b_base,92,0.9972,0
llama31_8b_base,93,0.9967,0
llama31_8b_base,94,0.9932,0
llama31_8b_base,95,0.9957,0
llama31_8b_base,96,0.9948999999999999,0
llama31_8b_base,97,0.9924000000000001,0
llama31_8b_base,98,0.9964,0
llama31_8b_base,99,0.9970000000000001,0
llama31_8b_base,100,0.9954999999999999,0
llama31_8b_base,101,0.9967,0
llama31_8b_base,102,0.995,0
llama31_8b_base,103,0.9892999999999998,0
llama31_8b_base,104,0.993,0
llama31_8b_base,105,0.9968999999999999,0
llama31_8b_base,106,0.9957,0
llama31_8b_base,107,0.9947999999999999,0
llama31_8b_base,108,0.9941,0
llama31_8b_base,109,0.9957,0
llama31_8b_base,110,0.9914000000000001,0
llama31_8b_base,111,0.9957,0
llama31_8b_base,112,0.9934,0
llama31_8b_base,113,0.9967999999999999,0
llama31_8b_base,114,0.9975999999999999,0
llama31_8b_base,115,0.9972000000000001,0
llama31_8b_base,116,0.9954000000000001,0
llama31_8b_base,117,0.9961,0
llama31_8b_base,118,0.9931,0
llama31_8b_base,119,0.9971,0
llama31_8b_base,120,0.9971,0
llama31_8b_base,121,0.9947,0
llama31_8b_base,122,0.9948999999999999,0
llama31_8b_base,123,0.9939999999999999,0
llama31_8b_base,124,0.9974000000000001,0
llama31_8b_base,125,0.9961000000000001,0
llama31_8b_base,126,0.9956,0
llama31_8b_base,127,0.9943,0
llama31_8b_base,128,0.9934,0
llama31_8b_base,201,0.9974000000000001,0
llama31_8b_base,202,0.9965999999999999,0
llama31_8b_base,203,0.9953000000000001,0
llama31_8b_base,204,0.9945999999999999,0
llama31_8b_base,205,0.9957999999999999,0
llama31_8b_base,206,0.9946,0
llama31_8b_base,207,0.9944,0
llama31_8b_base,208,0.9967,0
llama31_8b_base,209,0.9976,0
llama31_8b_base,210,0.9951,0
llama31_8b_base,211,0.9967999999999999,0
llama31_8b_base,212,0.9944999999999999,0
llama31_8b_base,213,0.9955,0
llama31_8b_base,214,0.9953000000000001,0
llama31_8b_base,215,0.9913000000000001,0
llama31_8b_base,216,0.9942,0
llama31_8b_base,217,0.996,0
llama31_8b_base,218,0.9946999999999999,0
llama31_8b_base,219,0.9954000000000001,0
llama31_8b_base,220,0.9961,0
llama31_8b_base,221,0.9962,0
llama31_8b_base,222,0.9949999999999999,0
llama31_8b_base,223,0.9950000000000001,0
llama31_8b_base,224,0.9951,0
llama31_8b_base,225,0.9944999999999999,0
llama31_8b_base,226,0.9946999999999999,0
llama31_8b_base,227,0.9956,0
llama31_8b_base,228,0.9961,0
llama31_8b_base,229,0.9964,0
llama31_8b_base,230,0.9966000000000002,0
llama31_8b_base,301,0.9976999999999999,0
llama31_8b_base,302,0.9963,0
llama31_8b_base,303,0.9935,0
llama31_8b_base,304,0.9964999999999999,0
llama31_8b_base,305,0.9973,0
llama31_8b_base,306,0.9956999999999999,0
llama31_8b_base,307,0.9968,0
llama31_8b_base,308,0.9922000000000001,0
llama31_8b_base,309,0.997,0
llama31_8b_base,310,0.9962,0
llama31_8b_base,311,0.997,0
llama31_8b_base,312,0.9973,0
llama31_8b_base,313,0.9903999999999998,0
llama31_8b_base,314,0.9973,0
llama31_8b_base,315,0.9952000000000001,0
llama31_8b_base,316,0.9941,0
llama31_8b_base,317,0.9851000000000001,0
llama31_8b_base,318,0.9971,0
llama31_8b_base,319,0.9962,0
llama31_8b_base,320,0.9969,0
llama31_8b_base,321,0.9953,0
llama31_8b_base,322,0.9924999999999999,0
llama31_8b_base,323,0.9968999999999999,0
llama31_8b_base,324,0.9981,0
llama31_8b_base,325,0.9958,0
llama31_8b_base,326,0.9969000000000001,0
llama31_8b_base,327,0.9968,0
llama31_8b_base,328,0.9951,0
llama31_8b_base,329,0.9976,0
llama31_8b_base,330,0.9979,0
